funcid,dim,milestone,error
2,30,1,1.586309e+59
2,30,2,1.586309e+59
2,30,3,1.586309e+59
2,30,5,1.586309e+59
2,30,10,1.586309e+59
2,30,20,1.586309e+59
2,30,30,1.586309e+59
2,30,40,1.586309e+59
2,30,50,1.586309e+59
2,30,60,1.586309e+59
2,30,70,1.586309e+59
2,30,80,1.586309e+59
2,30,90,1.586309e+59
2,30,100,1.586309e+59
2,30,1,1.586309e+59
2,30,2,1.586309e+59
2,30,3,1.586309e+59
2,30,5,1.586309e+59
2,30,10,1.586309e+59
2,30,20,1.586309e+59
2,30,30,1.586309e+59
2,30,40,1.586309e+59
2,30,50,1.586309e+59
2,30,60,1.586309e+59
2,30,70,1.586309e+59
2,30,80,1.586309e+59
2,30,90,1.586309e+59
2,30,100,1.586309e+59
2,30,1,1.586309e+59
2,30,2,1.586309e+59
2,30,3,1.586309e+59
2,30,5,1.586309e+59
2,30,10,1.586309e+59
2,30,20,1.586309e+59
2,30,30,1.586309e+59
2,30,40,1.586309e+59
2,30,50,1.586309e+59
2,30,60,1.586309e+59
2,30,70,1.586309e+59
2,30,80,1.586309e+59
2,30,90,1.586309e+59
2,30,100,1.586309e+59
2,30,1,1.586309e+59
2,30,2,1.586309e+59
2,30,3,1.586309e+59
2,30,5,1.586309e+59
2,30,10,1.586309e+59
2,30,20,1.586309e+59
2,30,30,1.586309e+59
2,30,40,1.586309e+59
2,30,50,1.586309e+59
2,30,60,1.586309e+59
2,30,70,1.586309e+59
2,30,80,1.586309e+59
2,30,90,1.586309e+59
2,30,100,1.586309e+59
2,30,1,1.586309e+59
2,30,2,1.586309e+59
2,30,3,1.586309e+59
2,30,5,1.586309e+59
2,30,10,1.586309e+59
2,30,20,1.586309e+59
2,30,30,1.586309e+59
2,30,40,1.586309e+59
2,30,50,1.586309e+59
2,30,60,1.586309e+59
2,30,70,1.586309e+59
2,30,80,1.586309e+59
2,30,90,1.586309e+59
2,30,100,1.586309e+59
2,30,1,1.586309e+59
2,30,2,1.586309e+59
2,30,3,1.586309e+59
2,30,5,1.586309e+59
2,30,10,1.586309e+59
2,30,20,1.586309e+59
2,30,30,1.586309e+59
2,30,40,1.586309e+59
2,30,50,1.586309e+59
2,30,60,1.586309e+59
2,30,70,1.586309e+59
2,30,80,1.586309e+59
2,30,90,1.586309e+59
2,30,100,1.586309e+59
2,30,1,1.586309e+59
2,30,2,1.586309e+59
2,30,3,1.586309e+59
2,30,5,1.586309e+59
2,30,10,1.586309e+59
2,30,20,1.586309e+59
2,30,30,1.586309e+59
2,30,40,1.586309e+59
2,30,50,1.586309e+59
2,30,60,1.586309e+59
2,30,70,1.586309e+59
2,30,80,1.586309e+59
2,30,90,1.586309e+59
2,30,100,1.586309e+59
